"","Name","Cohort"
"1155","Kosuke Kimura","West Coast Non Assiting Defender"
"1156","Tony Sanneh","West Coast Non Assiting Defender"
"1157","Matias Mantilla","West Coast Non Assiting Defender"
"1158","Jean-Martial Kipre","West Coast Non Assiting Defender"
"1159","Brandon Prideaux","West Coast Non Assiting Defender"
"1160","Shavar Thomas","West Coast Non Assiting Defender"
"1161","Ty Harden","West Coast Non Assiting Defender"
"1162","Tony Sanneh","East Coast Assiting Defender"
"1163","Diego Sonora","East Coast Assiting Defender"
"1164","Ivan McKinley","East Coast Assiting Defender"
"1165","Steve Pittman","East Coast Assiting Defender"
"1166","Jeff Agoos","East Coast Assiting Defender"
"1167","John DeBrito","East Coast Assiting Defender"
"1168","Diego Gutierrez","East Coast Assiting Defender"
"1169","Peter Woodring","East Coast Assiting Defender"
"1170","Mario Gori","East Coast Assiting Defender"
"1171","Cle Kooiman","East Coast Assiting Defender"
"1172","Geoff Aunger","East Coast Assiting Defender"
"1173","Sean Bowers","East Coast Assiting Defender"
"1174","John Maessner","East Coast Assiting Defender"
"1175","Frankie Hejduk","East Coast Assiting Defender"
"1176","Ricardo Iribarren","East Coast Assiting Defender"
"1177","Paul Caligiuri","East Coast Assiting Defender"
"1178","Ryan Tinsley","East Coast Assiting Defender"
"1179","Arnold Cruz","East Coast Assiting Defender"
"1180","Uche Okafor","East Coast Assiting Defender"
"1181","Alexi Lalas","East Coast Assiting Defender"
"1182","Branco","East Coast Assiting Defender"
"1183","Sergio Miguez","East Coast Assiting Defender"
"1184","Adam Frye","East Coast Assiting Defender"
"1185","Mike Lapper","East Coast Assiting Defender"
"1186","David Vaudreuil","East Coast Assiting Defender"
"1187","Tom Soehn","East Coast Assiting Defender"
"1188","Brian Bliss","East Coast Assiting Defender"
"1189","Mike Clark","East Coast Assiting Defender"
"1190","Eddie Pope","East Coast Assiting Defender"
"1191","Ansil Elcock","East Coast Assiting Defender"
"1192","Lubos Kubik","East Coast Assiting Defender"
"1193","Chris Houser","East Coast Assiting Defender"
"1194","Scott Cannon","East Coast Assiting Defender"
"1195","Scott Vermillion","East Coast Assiting Defender"
"1196","Ted Chronopoulos","East Coast Assiting Defender"
"1197","Ritchie Kotschau","East Coast Assiting Defender"
"1198","Francis Okaroh","East Coast Assiting Defender"
"1199","Mike Duhaney","East Coast Assiting Defender"
"1200","Manny Motajo","East Coast Assiting Defender"
"1201","Scott Uderitz","East Coast Assiting Defender"
"1202","Carey Talley","East Coast Assiting Defender"
"1203","Thomas Dooley","East Coast Assiting Defender"
"1204","Richard Farrer","East Coast Assiting Defender"
"1205","Matt Kmosko","East Coast Assiting Defender"
"1206","Richard Goulooze","East Coast Assiting Defender"
"1207","Jorge Rodriguez","East Coast Assiting Defender"
"1208","Tyrone Marshall","East Coast Assiting Defender"
"1209","Tim Sahaydak","East Coast Assiting Defender"
"1210","Nansha Kalonji","East Coast Assiting Defender"
"1211","C.J. Brown","East Coast Assiting Defender"
"1212","Brandon Pollard","East Coast Assiting Defender"
"1213","Matt McKeon","East Coast Assiting Defender"
"1214","Evan Whitfield","East Coast Assiting Defender"
"1215","Jay Heaps","East Coast Assiting Defender"
"1216","Chad McCarty","East Coast Assiting Defender"
"1217","Lothar Matthaus","East Coast Assiting Defender"
"1218","Peter Vermes","East Coast Assiting Defender"
"1219","DaMarcus Beasley","East Coast Assiting Defender"
"1220","Eric Dade","East Coast Assiting Defender"
"1221","Bryan Namoff","East Coast Assiting Defender"
"1222","Eric Denton","East Coast Assiting Defender"
"1223","Craig Ziadie","East Coast Assiting Defender"
"1224","Ryan Suarez","East Coast Assiting Defender"
"1225","Tenywa Bonseu","East Coast Assiting Defender"
"1226","Steve Jolley","East Coast Assiting Defender"
"1227","Mark Watson","East Coast Assiting Defender"
"1228","Carlos Bocanegra","East Coast Assiting Defender"
"1229","Steve Trittschuh","East Coast Assiting Defender"
"1230","Ryan Nelsen","East Coast Assiting Defender"
"1231","Kelly Gray","East Coast Assiting Defender"
"1232","Duncan Oughton","East Coast Assiting Defender"
"1233","Milton Reyes","East Coast Assiting Defender"
"1234","Nick Garcia","East Coast Assiting Defender"
"1235","Brian Dunseth","East Coast Assiting Defender"
"1236","Jake Traeger","East Coast Assiting Defender"
"1237","Chris Gbandi","East Coast Assiting Defender"
"1238","Joshua Gros","East Coast Assiting Defender"
"1239","Chris Wingert","East Coast Assiting Defender"
"1240","Chris Leitch","East Coast Assiting Defender"
"1241","Jose Burciaga Jr.","East Coast Assiting Defender"
"1242","Tim Ward","East Coast Assiting Defender"
"1243","James Riley","East Coast Assiting Defender"
"1244","Jim Curtin","East Coast Assiting Defender"
"1245","John Wilson","East Coast Assiting Defender"
"1246","David Wagenfuhr","East Coast Assiting Defender"
"1247","Gonzalo Segares","East Coast Assiting Defender"
"1248","Jimmy Conrad","East Coast Assiting Defender"
"1249","Seth Stammler","East Coast Assiting Defender"
"1250","Brian Mullan","East Coast Assiting Defender"
"1251","Eddie Robinson","East Coast Assiting Defender"
"1252","Marvell Wynne","East Coast Assiting Defender"
"1253","Wade Barrett","East Coast Assiting Defender"
"1254","Tony Lochhead","East Coast Assiting Defender"
"1255","Danny O'Rourke","East Coast Assiting Defender"
"1256","Greg Vanney","East Coast Assiting Defender"
"1257","Facundo Erpen","East Coast Assiting Defender"
"1258","Michael Harrington","East Coast Assiting Defender"
"1259","Marc Burch","East Coast Assiting Defender"
"1260","Chris Pozniak","East Coast Assiting Defender"
"1261","Pablo Ricchetti","East Coast Assiting Defender"
"1262","Ryan Raybould","East Coast Assiting Defender"
"1263","Craig Waibel","East Coast Assiting Defender"
"1264","Bobby Boswell","East Coast Assiting Defender"
"1265","Adam Frye","East Coast Non Assiting Defender"
"1266","Matt McKeon","East Coast Non Assiting Defender"
"1267","David Vaudreuil","East Coast Non Assiting Defender"
"1268","Eddie Pope","East Coast Non Assiting Defender"
"1269","Samuel Ekeme","East Coast Non Assiting Defender"
"1270","Iain Fraser","East Coast Non Assiting Defender"
"1271","Scott Uderitz","East Coast Non Assiting Defender"
"1272","Alexi Lalas","East Coast Non Assiting Defender"
"1273","Mike Clark","East Coast Non Assiting Defender"
"1274","Rhett Harty","East Coast Non Assiting Defender"
"1275","Peter Vermes","East Coast Non Assiting Defender"
"1276","Greg Lalas","East Coast Non Assiting Defender"
"1277","Rene Ortiz","East Coast Non Assiting Defender"
"1278","Thor Lee","East Coast Non Assiting Defender"
"1279","Said Fazlagic","East Coast Non Assiting Defender"
"1280","Andrew Restrepo","East Coast Non Assiting Defender"
"1281","Tom Lips","East Coast Non Assiting Defender"
"1282","John Diffley","East Coast Non Assiting Defender"
"1283","Tommy Reasoner","East Coast Non Assiting Defender"
"1284","Richard Weiszmann","East Coast Non Assiting Defender"
"1285","Ted Gillen","East Coast Non Assiting Defender"
"1286","Brandon Pollard","East Coast Non Assiting Defender"
"1287","Ted Chronopoulos","East Coast Non Assiting Defender"
"1288","Cristian da Silva","East Coast Non Assiting Defender"
"1289","Ed Puskarich","East Coast Non Assiting Defender"
"1290","Mark Watson","East Coast Non Assiting Defender"
"1291","Brian Bliss","East Coast Non Assiting Defender"
"1292","Jeff Zaun","East Coast Non Assiting Defender"
"1293","Matt Knowles","East Coast Non Assiting Defender"
"1294","Clint Peay","East Coast Non Assiting Defender"
"1295","Francis Okaroh","East Coast Non Assiting Defender"
"1296","Nicola Caricola","East Coast Non Assiting Defender"
"1297","Frank Yallop","East Coast Non Assiting Defender"
"1298","Uche Okafor","East Coast Non Assiting Defender"
"1299","Richard Farrer","East Coast Non Assiting Defender"
"1300","Thomas Dooley","East Coast Non Assiting Defender"
"1301","Richard Gough","East Coast Non Assiting Defender"
"1302","Wade Webber","East Coast Non Assiting Defender"
"1303","Jorge Rodriguez","East Coast Non Assiting Defender"
"1304","Diego Gutierrez","East Coast Non Assiting Defender"
"1305","Dionysus Sebwe","East Coast Non Assiting Defender"
"1306","David Moxom","East Coast Non Assiting Defender"
"1307","Ubusuku Abukusumo","East Coast Non Assiting Defender"
"1308","Marco Rizi","East Coast Non Assiting Defender"
"1309","Brian Dunseth","East Coast Non Assiting Defender"
"1310","Joao Luiz","East Coast Non Assiting Defender"
"1311","Mario Gori","East Coast Non Assiting Defender"
"1312","John DeBrito","East Coast Non Assiting Defender"
"1313","Eric Dade","East Coast Non Assiting Defender"
"1314","Joey Martinez","East Coast Non Assiting Defender"
"1315","Carlos Llamosa","East Coast Non Assiting Defender"
"1316","Ansil Elcock","East Coast Non Assiting Defender"
"1317","Leonardo Squadrone","East Coast Non Assiting Defender"
"1318","Sean Bowers","East Coast Non Assiting Defender"
"1319","Steve Pittman","East Coast Non Assiting Defender"
"1320","Mike Duhaney","East Coast Non Assiting Defender"
"1321","John Maessner","East Coast Non Assiting Defender"
"1322","Frankie Hejduk","East Coast Non Assiting Defender"
"1323","Arley Palacios","East Coast Non Assiting Defender"
"1324","Mike Petke","East Coast Non Assiting Defender"
"1325","Ivan McKinley","East Coast Non Assiting Defender"
"1326","Jan Eriksson","East Coast Non Assiting Defender"
"1327","Kevin Coye","East Coast Non Assiting Defender"
"1328","Chuck Codd","East Coast Non Assiting Defender"
"1329","Zion Renfrum","East Coast Non Assiting Defender"
"1330","Michael Richardson","East Coast Non Assiting Defender"
"1331","Chris Brown","East Coast Non Assiting Defender"
"1332","Danny Care","East Coast Non Assiting Defender"
"1333","R.T. Moore","East Coast Non Assiting Defender"
"1334","Curt Onalfo","East Coast Non Assiting Defender"
"1335","Dahir Mohammed","East Coast Non Assiting Defender"
"1336","Chad McCarty","East Coast Non Assiting Defender"
"1337","Mike Lapper","East Coast Non Assiting Defender"
"1338","Mark Semioli","East Coast Non Assiting Defender"
"1339","Cle Kooiman","East Coast Non Assiting Defender"
"1340","Tom Soehn","East Coast Non Assiting Defender"
"1341","C.J. Brown","East Coast Non Assiting Defender"
"1342","Chris Albright","East Coast Non Assiting Defender"
"1343","Chris Houser","East Coast Non Assiting Defender"
"1344","Brandon Prideaux","East Coast Non Assiting Defender"
"1345","Mohammad Khakpour","East Coast Non Assiting Defender"
"1346","Jay Heaps","East Coast Non Assiting Defender"
"1347","Andrew Parrish","East Coast Non Assiting Defender"
"1348","John Rusek","East Coast Non Assiting Defender"
"1349","Ray Goodlett","East Coast Non Assiting Defender"
"1350","Michael Green","East Coast Non Assiting Defender"
"1351","Evan Whitfield","East Coast Non Assiting Defender"
"1352","Manny Motajo","East Coast Non Assiting Defender"
"1353","Chaka Daley","East Coast Non Assiting Defender"
"1354","Tony Soto","East Coast Non Assiting Defender"
"1355","Matt Chulis","East Coast Non Assiting Defender"
"1356","Joseph Addo","East Coast Non Assiting Defender"
"1357","Ryan Tinsley","East Coast Non Assiting Defender"
"1358","Kevin Knight","East Coast Non Assiting Defender"
"1359","Richard Goulooze","East Coast Non Assiting Defender"
"1360","Vicente Figueroa","East Coast Non Assiting Defender"
"1361","Jeremy Aldrich","East Coast Non Assiting Defender"
"1362","Dan Calichman","East Coast Non Assiting Defender"
"1363","Micah Cooks","East Coast Non Assiting Defender"
"1364","Eric Denton","East Coast Non Assiting Defender"
"1365","Steve Shak","East Coast Non Assiting Defender"
"1366","Carlos Bocanegra","East Coast Non Assiting Defender"
"1367","Mauricio Wright","East Coast Non Assiting Defender"
"1368","Carey Talley","East Coast Non Assiting Defender"
"1369","Steve Trittschuh","East Coast Non Assiting Defender"
"1370","Steve Bernal","East Coast Non Assiting Defender"
"1371","Tenywa Bonseu","East Coast Non Assiting Defender"
"1372","John Wilson","East Coast Non Assiting Defender"
"1373","Dominic Schell","East Coast Non Assiting Defender"
"1374","Chris Jahr","East Coast Non Assiting Defender"
"1375","Miroslaw Rzepa","East Coast Non Assiting Defender"
"1376","Orlando Perez","East Coast Non Assiting Defender"
"1377","Tim Sahaydak","East Coast Non Assiting Defender"
"1378","Adam Eyre","East Coast Non Assiting Defender"
"1379","Kevin Anderson","East Coast Non Assiting Defender"
"1380","Jim Curtin","East Coast Non Assiting Defender"
"1381","Duncan Oughton","East Coast Non Assiting Defender"
"1382","Craig Demmin","East Coast Non Assiting Defender"
"1383","Jeff Rigby","East Coast Non Assiting Defender"
"1384","Stephen Danbusky","East Coast Non Assiting Defender"
"1385","Fred DeGand","East Coast Non Assiting Defender"
"1386","Don Gramenz","East Coast Non Assiting Defender"
"1387","Chad Prince","East Coast Non Assiting Defender"
"1388","Randy Merkel","East Coast Non Assiting Defender"
"1389","Mersim Beskovic","East Coast Non Assiting Defender"
"1390","Fausto Klinger","East Coast Non Assiting Defender"
"1391","Josue Mayard","East Coast Non Assiting Defender"
"1392","Kevin Adams","East Coast Non Assiting Defender"
"1393","Jose Burciaga Jr.","East Coast Non Assiting Defender"
"1394","Nick Downing","East Coast Non Assiting Defender"
"1395","Diego Sonora","East Coast Non Assiting Defender"
"1396","Tahj Jakins","East Coast Non Assiting Defender"
"1397","Scott Cannon","East Coast Non Assiting Defender"
"1398","Alan Woods","East Coast Non Assiting Defender"
"1399","Rusty Pierce","East Coast Non Assiting Defender"
"1400","Nick Garcia","East Coast Non Assiting Defender"
"1401","Carlos Semedo","East Coast Non Assiting Defender"
"1402","Billy Sleeth","East Coast Non Assiting Defender"
"1403","Daniel Torres","East Coast Non Assiting Defender"
"1404","Steve Jolley","East Coast Non Assiting Defender"
"1405","Leo Krupnik","East Coast Non Assiting Defender"
"1406","Marcelo Balboa","East Coast Non Assiting Defender"
"1407","Lee Morrison","East Coast Non Assiting Defender"
"1408","Chris Brunt","East Coast Non Assiting Defender"
"1409","Matt Behncke","East Coast Non Assiting Defender"
"1410","Nelson Akwari","East Coast Non Assiting Defender"
"1411","Sam Forko","East Coast Non Assiting Defender"
"1412","Bryan Namoff","East Coast Non Assiting Defender"
"1413","Daouda Kante","East Coast Non Assiting Defender"
"1414","Chris Leitch","East Coast Non Assiting Defender"
"1415","Craig Ziadie","East Coast Non Assiting Defender"
"1416","Steve Morrow","East Coast Non Assiting Defender"
"1417","Kelly Gray","East Coast Non Assiting Defender"
"1418","Galin Ivanov","East Coast Non Assiting Defender"
"1419","Ezra Hendrickson","East Coast Non Assiting Defender"
"1420","Jimmy Conrad","East Coast Non Assiting Defender"
"1421","Tim Glowienka","East Coast Non Assiting Defender"
"1422","Kevin Friedland","East Coast Non Assiting Defender"
"1423","David Stokes","East Coast Non Assiting Defender"
"1424","Taylor Graham","East Coast Non Assiting Defender"
"1425","Mark Williams","East Coast Non Assiting Defender"
"1426","Kenny Arena","East Coast Non Assiting Defender"
"1427","Philip Salyer","East Coast Non Assiting Defender"
"1428","Tim Regan","East Coast Non Assiting Defender"
"1429","Juan Forchetti","East Coast Non Assiting Defender"
"1430","Edgar Bartolomeu","East Coast Non Assiting Defender"
"1431","Alex Zotinca","East Coast Non Assiting Defender"
"1432","Shavar Thomas","East Coast Non Assiting Defender"
"1433","Ryan Suarez","East Coast Non Assiting Defender"
"1434","Ryan Nelsen","East Coast Non Assiting Defender"
"1435","Tony Sanneh","East Coast Non Assiting Defender"
"1436","Chris Gbandi","East Coast Non Assiting Defender"
"1437","Cory Gibbs","East Coast Non Assiting Defender"
"1438","Jeff Parke","East Coast Non Assiting Defender"
"1439","David Wagenfuhr","East Coast Non Assiting Defender"
"1440","Brian Roberts","East Coast Non Assiting Defender"
"1441","Seth Stammler","East Coast Non Assiting Defender"
"1442","Jake Traeger","East Coast Non Assiting Defender"
"1443","G.R. Cannon","East Coast Non Assiting Defender"
"1444","Vuk Rasovic","East Coast Non Assiting Defender"
"1445","Steve Howey","East Coast Non Assiting Defender"
"1446","Clarence Goodson","East Coast Non Assiting Defender"
"1447","Leonard Griffin","East Coast Non Assiting Defender"
"1448","Denny Clanton","East Coast Non Assiting Defender"
"1449","Stephen Herdsman","East Coast Non Assiting Defender"
"1450","Pablo Brenes","East Coast Non Assiting Defender"
"1451","Milton Reyes","East Coast Non Assiting Defender"
"1452","Avery John","East Coast Non Assiting Defender"
"1453","Robin Fraser","East Coast Non Assiting Defender"
"1454","Samuel Caballero","East Coast Non Assiting Defender"
"1455","Aaron Pitchkolan","East Coast Non Assiting Defender"
"1456","Mark Schulte","East Coast Non Assiting Defender"
"1457","Greg Vanney","East Coast Non Assiting Defender"
"1458","Bobby Boswell","East Coast Non Assiting Defender"
"1459","Tony Lochhead","East Coast Non Assiting Defender"
"1460","Mamadou Diallo","East Coast Non Assiting Defender"
"1461","Daniel Dobson","East Coast Non Assiting Defender"
"1462","Hollis Donaldson","East Coast Non Assiting Defender"
"1463","Stephen deRoux","East Coast Non Assiting Defender"
"1464","Tim Merritt","East Coast Non Assiting Defender"
"1465","Jared Montz","East Coast Non Assiting Defender"
"1466","Winston Marshall","East Coast Non Assiting Defender"
"1467","Dustin Branan","East Coast Non Assiting Defender"
"1468","Ryan Raybould","East Coast Non Assiting Defender"
"1469","Alex Yi","East Coast Non Assiting Defender"
"1470","Will Johnson","East Coast Non Assiting Defender"
"1471","Jason Hernandez","East Coast Non Assiting Defender"
"1472","Ryan Kelly","East Coast Non Assiting Defender"
"1473","Jack Stewart","East Coast Non Assiting Defender"
"1474","Facundo Erpen","East Coast Non Assiting Defender"
"1475","Drew Moor","East Coast Non Assiting Defender"
"1476","Chris Wingert","East Coast Non Assiting Defender"
"1477","Carlos Mendes","East Coast Non Assiting Defender"
"1478","Jeff Agoos","East Coast Non Assiting Defender"
"1479","Michael Parkhurst","East Coast Non Assiting Defender"
"1480","Marc Burch","East Coast Non Assiting Defender"
"1481","Kevin Goldthwaite","East Coast Non Assiting Defender"
"1482","Gonzalo Segares","East Coast Non Assiting Defender"
"1483","Craig Waibel","East Coast Non Assiting Defender"
"1484","Jed Zayner","East Coast Non Assiting Defender"
"1485","Mike Chabala","East Coast Non Assiting Defender"
"1486","Michael Dello-Russo","East Coast Non Assiting Defender"
"1487","Blake Wagner","East Coast Non Assiting Defender"
"1488","Marcos Charras","East Coast Non Assiting Defender"
"1489","Chris Aloisi","East Coast Non Assiting Defender"
"1490","Jordan Russolillo","East Coast Non Assiting Defender"
"1491","Jeff Curtin","East Coast Non Assiting Defender"
"1492","Stephen Shirley","East Coast Non Assiting Defender"
"1493","Idris Ughiovhe","East Coast Non Assiting Defender"
"1494","Pat Haggerty","East Coast Non Assiting Defender"
"1495","Patrick Ianni","East Coast Non Assiting Defender"
"1496","Joel Kitamirike","East Coast Non Assiting Defender"
"1497","Danny Wynn","East Coast Non Assiting Defender"
"1498","Jeff Carroll","East Coast Non Assiting Defender"
"1499","Markus Schopp","East Coast Non Assiting Defender"
"1500","Devon McTavish","East Coast Non Assiting Defender"
"1501","Lance Watson","East Coast Non Assiting Defender"
"1502","Tim Ward","East Coast Non Assiting Defender"
"1503","Tyson Wahl","East Coast Non Assiting Defender"
"1504","Adrian Serioux","East Coast Non Assiting Defender"
"1505","Brandon Moss","East Coast Non Assiting Defender"
"1506","Marcos Gonzalez","East Coast Non Assiting Defender"
"1507","James Riley","East Coast Non Assiting Defender"
"1508","Dasan Robinson","East Coast Non Assiting Defender"
"1509","Ryan Cochrane","East Coast Non Assiting Defender"
"1510","Brad Evans","East Coast Non Assiting Defender"
"1511","Wilman Conde","East Coast Non Assiting Defender"
"1512","Robbie Rogers","East Coast Non Assiting Defender"
"1513","Hunter Freeman","East Coast Non Assiting Defender"
"1514","Andrew Boyens","East Coast Non Assiting Defender"
"1515","Joshua Gros","East Coast Non Assiting Defender"
"1516","Danny O'Rourke","East Coast Non Assiting Defender"
"1517","Daniel Woolard","East Coast Non Assiting Defender"
"1518","Erik Hort","East Coast Non Assiting Defender"
"1519","Andrew Daniels","East Coast Non Assiting Defender"
"1520","Hugh MacDonald","East Coast Non Assiting Defender"
"1521","Stephen Lumley","East Coast Non Assiting Defender"
"1522","Eric Ebert","East Coast Non Assiting Defender"
"1523","Amaechi Igwe","East Coast Non Assiting Defender"
"1524","Ben Hunter","East Coast Non Assiting Defender"
"1525","Kyle Helton","East Coast Non Assiting Defender"
"1526","Nana Attakora","East Coast Non Assiting Defender"
"1527","Andrei Pacheco","East Coast Non Assiting Defender"
"1528","Osei Telesford","East Coast Non Assiting Defender"
"1529","Abdoulie Mansally","East Coast Non Assiting Defender"
"1530","Ryan Junge","East Coast Non Assiting Defender"
"1531","Anthony Wallace","East Coast Non Assiting Defender"
"1532","Andrew Peterson","East Coast Non Assiting Defender"
"1533","Aaron Hohlbein","East Coast Non Assiting Defender"
"1534","Miguel Canizalez","East Coast Non Assiting Defender"
"1535","Marco Reda","East Coast Non Assiting Defender"
"1536","Adam Braz","East Coast Non Assiting Defender"
"1537","Bakary Soumare","East Coast Non Assiting Defender"
"1538","Wells Thompson","East Coast Non Assiting Defender"
"1539","Todd Dunivant","East Coast Non Assiting Defender"
"1540","Jim Brennan","East Coast Non Assiting Defender"
